node1,node2,cosine_sim
3560,3555,0.9759121192159971
3560,3559,0.9874146395709316
3560,3564,0.9065122197528509
3560,3554,0.9913888488588704
3560,3565,0.9575206502557788
3560,3561,0.9971613740821447
3560,3556,0.980944050472956
3560,3566,0.9688542532589604
3560,3550,0.9660095816891396
3560,3551,0.9827718907158927
3560,3563,0.9264768533710275
3560,3549,0.9363170038638627
3560,3558,0.9602871634349242
3560,3562,0.9690538956305906
3560,3567,0.9031940344607728
3560,3553,0.9461026998436545
3560,3569,0.9458055941388136
3560,3570,0.8784595577832297
3560,3557,0.9884739408922312
3560,3571,0.935773030609635
3560,3552,0.9778711891218008
3560,3568,0.9230898048980699
3560,3548,0.9629771679608058
3560,3572,0.8988265137634549
3555,3559,0.9658368464288292
3555,3564,0.8264608083496265
3555,3554,0.9924753643146844
3555,3565,0.894805383798394
3555,3561,0.9615531800599859
3555,3556,0.9960163434428152
3555,3566,0.8947155853234822
3555,3550,0.9978664632602186
3555,3551,0.9922576349007418
3555,3563,0.8694231301425833
3555,3549,0.9855781192878145
3555,3558,0.9366017215754407
3555,3562,0.9157892226456122
3555,3567,0.7932956127732973
3555,3553,0.979608072780223
3555,3569,0.8691203184315542
3555,3570,0.7657025336343759
3555,3557,0.9433582009289883
3555,3571,0.838553784165959
3555,3552,0.9882051188658674
3555,3568,0.8536560588830896
3555,3548,0.9881967659224101
3555,3572,0.7846656051749116
3559,3564,0.9431917970872453
3559,3554,0.9894362952355168
3559,3565,0.9783699700235322
3559,3561,0.9793529168176428
3559,3556,0.9592469860274953
3559,3566,0.9455263175909291
3559,3550,0.9501156236312567
3559,3551,0.9565925314845576
3559,3563,0.966324462878687
3559,3549,0.945599126290959
3559,3558,0.9915866770054094
3559,3562,0.9253234037835697
3559,3567,0.8723041380828721
3559,3553,0.9667865339491614
3559,3569,0.9638113276564142
3559,3570,0.8976749854281033
3559,3557,0.9590468967758315
3559,3571,0.927626154368042
3559,3552,0.9462196814006641
3559,3568,0.9585946394848629
3559,3548,0.9764234125838807
3559,3572,0.877419361495482
3564,3554,0.8874771955893554
3564,3565,0.9890355042276497
3564,3561,0.9080573804187287
3564,3556,0.8181051172198628
3564,3566,0.9227166092165783
3564,3550,0.7941435540678783
3564,3551,0.817966167775159
3564,3563,0.9933677626116151
3564,3549,0.7969400994959243
3564,3558,0.9616990830049048
3564,3562,0.8525163277534356
3564,3567,0.8951148157308114
3564,3553,0.850638252692628
3564,3569,0.9912510186096977
3564,3570,0.9815023469723136
3564,3557,0.8886249658258781
3564,3571,0.9551693740188532
3564,3552,0.8009328389897947
3564,3568,0.9979776943877045
3564,3548,0.8614991684681784
3564,3572,0.9164662229688816
3554,3565,0.9417058022418346
3554,3561,0.9806336468460959
3554,3556,0.9885860686306733
3554,3566,0.9303816091145329
3554,3550,0.9842392370638685
3554,3551,0.9859710874714624
3554,3563,0.9204094057239011
3554,3549,0.9729514923836787
3554,3558,0.9683362505070534
3554,3562,0.9333419049788679
3554,3567,0.8429771827409105
3554,3553,0.9790957782154365
3554,3569,0.9216762446188382
3554,3570,0.8358770863593576
3554,3557,0.9625505918481432
3554,3571,0.8909774205898133
3554,3552,0.9794750390809728
3554,3568,0.9091076055327963
3554,3548,0.9891997064489789
3554,3572,0.8399242495863024
3565,3561,0.9577530954877991
3565,3556,0.8907871241016042
3565,3566,0.9583844307630941
3565,3550,0.869571576027615
3565,3551,0.8913744300917182
3565,3563,0.9915971299591461
3565,3549,0.8613528952379697
3565,3558,0.9815453140067841
3565,3562,0.9106391450875375
3565,3567,0.9175933060337486
3565,3553,0.9010877285706942
3565,3569,0.9970320470115928
3565,3570,0.9675083091566348
3565,3557,0.9417353474203043
3565,3571,0.9692046808031384
3565,3552,0.8782389543220942
3565,3568,0.9935033830592856
3565,3548,0.9143959077218883
3565,3572,0.930702512117158
3561,3556,0.9716047130681675
3561,3566,0.982075678651386
3561,3550,0.9513099863492096
3561,3551,0.9759084333963579
3561,3563,0.9218679908296668
3561,3549,0.9117249926639516
3561,3558,0.9487238980343853
3561,3562,0.9817552260623557
3561,3567,0.9280880356462349
3561,3553,0.9227373854748997
3561,3569,0.9505610962761463
3561,3570,0.89247315415716
3561,3557,0.9958720917389878
3561,3571,0.9515326589802994
3561,3552,0.9720701944977203
3561,3568,0.9222384739560202
3561,3548,0.9432837706927852
3561,3572,0.9224745163841241
3556,3566,0.9132818430571477
3556,3550,0.9961276982565668
3556,3551,0.9989561408689908
3556,3563,0.8559649863703582
3556,3549,0.9688513075736285
3556,3558,0.9215805417894617
3556,3562,0.940585633729302
3556,3567,0.8213687634573231
3556,3553,0.9600738263947446
3556,3569,0.8689217071136808
3556,3570,0.77094009115201
3556,3557,0.9602823634573863
3556,3571,0.8536175884392675
3556,3552,0.9974042884571119
3556,3568,0.8441955823007327
3556,3548,0.9733640151872395
3556,3572,0.8087430183638755
3566,3550,0.8789912463127206
3566,3551,0.9230008266971685
3566,3563,0.9157254699441633
3566,3549,0.8222622394824799
3566,3558,0.9146312433310019
3566,3562,0.9855990532906901
3566,3567,0.9808539149544244
3566,3553,0.8439229633258782
3566,3569,0.963862340770056
3566,3570,0.9391074885594738
3566,3557,0.988878952709556
3566,3571,0.9876447774427026
3566,3552,0.9195232813232961
3566,3568,0.927144319538379
3566,3548,0.8717675965521057
3566,3572,0.9775053265731202
3550,3551,0.9925347676404267
3550,3563,0.8403374630727388
3550,3549,0.9838156648446212
3550,3558,0.9155991479227845
3550,3562,0.9092973283335816
3550,3567,0.7736551582104935
3550,3553,0.97160694411298
3550,3569,0.8422365379749989
3550,3570,0.7324274465952925
3550,3557,0.9344778900085199
3550,3571,0.8147412378441447
3550,3552,0.9902053421471448
3550,3568,0.8236331833174263
3550,3548,0.9806861973631092
3550,3572,0.7616927399934542
3551,3563,0.8527245356119091
3551,3549,0.9590997127757548
3551,3558,0.9159263918604896
3551,3562,0.9515441746639177
3551,3567,0.8368401569347459
3551,3553,0.9499809840529873
3551,3569,0.8717081741569014
3551,3570,0.7777890111446725
3551,3557,0.9677472044724474
3551,3571,0.8632891497717686
3551,3552,0.9989325001031852
3551,3568,0.8430734370840853
3551,3548,0.9655136923411984
3551,3572,0.8231109589375711
3563,3549,0.8528758294951059
3563,3558,0.9845303150097983
3563,3562,0.8541250803479387
3563,3567,0.8676472855404999
3563,3553,0.9003658401119886
3563,3569,0.9862784675943461
3563,3570,0.9563790897257017
3563,3557,0.8963893010804154
3563,3571,0.9371556336891733
3563,3552,0.8354441601733691
3563,3568,0.9975649345545891
3563,3548,0.9069205634007481
3563,3572,0.8876776637998267
3549,3558,0.9300207727743578
3549,3562,0.8384092148560788
3549,3567,0.6984924815657048
3549,3553,0.9937876152721534
3549,3569,0.8266321490194174
3549,3570,0.7076007330078437
3549,3557,0.880285237043371
3549,3571,0.7664374439102494
3549,3552,0.9515600870134645
3549,3568,0.8284485287536069
3549,3548,0.9927498385156425
3549,3572,0.6950782149711949
3558,3562,0.8763623980756202
3558,3567,0.8395797874704808
3558,3553,0.9613584082584634
3558,3569,0.966208881570456
3558,3570,0.9058331956947069
3558,3557,0.9202963453785166
3558,3571,0.9112881685979556
3558,3552,0.9012414416735667
3558,3568,0.9749275337514497
3558,3548,0.965647922600379
3558,3572,0.8524758480395308
3562,3567,0.9564248682412502
3562,3553,0.8424608382739819
3562,3569,0.9120878392662793
3562,3570,0.8686344282550847
3562,3557,0.9942913092816681
3562,3571,0.9491817963295993
3562,3552,0.9533564564818898
3562,3568,0.86320070638859
3562,3548,0.8727446109838424
3562,3572,0.9427373363877325
3567,3553,0.7284162924580967
3567,3569,0.9364296883223759
3567,3570,0.9455026905081249
3567,3557,0.9469018175914472
3567,3571,0.9858764212760142
3567,3552,0.8347354214540023
3567,3568,0.8900322875752713
3567,3548,0.7636681936128946
3567,3572,0.9974561948779391
3553,3569,0.8699521979331112
3553,3570,0.7636593339771863
3553,3557,0.8887954565133164
3553,3571,0.80369867355983
3553,3552,0.9392169981418416
3553,3568,0.8778640357906472
3553,3548,0.997705633172978
3553,3572,0.7311634879913723
3569,3570,0.9819800769901129
3569,3557,0.938899225965969
3569,3571,0.98111002746718
3569,3552,0.8588280147856084
3569,3568,0.9925458756103177
3569,3548,0.8861656597501665
3569,3572,0.949873419345396
3570,3557,0.8880808980952547
3570,3571,0.97885656175744
3570,3552,0.7640700451349145
3570,3568,0.97237466144743
3570,3548,0.7844953767660287
3570,3572,0.9635186011878941
3557,3571,0.9564176788927586
3557,3552,0.9663574415042744
3557,3568,0.9010619283363693
3557,3548,0.9139943682525532
3557,3572,0.9377335104102974
3571,3552,0.8561457596158824
3571,3568,0.9526472658058417
3571,3548,0.8305836616251399
3571,3572,0.9913521942436659
3552,3568,0.8264387256556556
3552,3548,0.956228270878423
3552,3572,0.8185832229247023
3568,3548,0.8876162888707668
3568,3572,0.9097287833699259
3548,3572,0.7643247362272669
